Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Hard Speed,Bard Hard Speed,Bolt Hard Speed,Cad Hard Speed,Dia Hard Speed,Dor Hard Speed,Dove Hard Speed,Eli Hard Speed,Mary Hard Speed,Mel Hard Speed,Monk Hard Speed,Noc Hard Speed,Tempo Hard Speed,Coda Hard Speed,Aria NR Speed,Bard NR Speed,Bolt NR Speed,Cad NR Speed,Dia NR Speed,Dor NR Speed,Dove NR Speed,Eli NR Speed,Mary NR Speed,Mel NR Speed,Monk NR Speed,Noc NR Speed,Tempo NR Speed,Coda NR Speed,Aria Rando Speed,Bard Rando Speed,Bolt Rando Speed,Cad Rando Speed,Dia Rando Speed,Dor Rando Speed,Dove Rando Speed,Eli Rando Speed,Mary Rando Speed,Mel Rando Speed,Monk Rando Speed,Noc Rando Speed,Tempo Rando Speed,Coda Rando Speed,Aria Phasing Speed,Bard Phasing Speed,Bolt Phasing Speed,Cad Phasing Speed,Dia Phasing Speed,Dor Phasing Speed,Dove Phasing Speed,Eli Phasing Speed,Mary Phasing Speed,Mel Phasing Speed,Monk Phasing Speed,Noc Phasing Speed,Tempo Phasing Speed,Coda Phasing Speed,Aria Mystery Speed,Bard Mystery Speed,Bolt Mystery Speed,Cad Mystery Speed,Dia Mystery Speed,Dor Mystery Speed,Dove Mystery Speed,Eli Mystery Speed,Mary Mystery Speed,Mel Mystery Speed,Monk Mystery Speed,Noc Mystery Speed,Tempo Mystery Speed,Coda Mystery Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Aria Hard Score,Bard Hard Score,Bolt Hard Score,Cad Hard Score,Dia Hard Score,Dor Hard Score,Dove Hard Score,Eli Hard Score,Mary Hard Score,Mel Hard Score,Monk Hard Score,Noc Hard Score,Tempo Hard Score,Coda Hard Score,Aria NR Score,Bard NR Score,Bolt NR Score,Cad NR Score,Dia NR Score,Dor NR Score,Dove NR Score,Eli NR Score,Mary NR Score,Mel NR Score,Monk NR Score,Noc NR Score,Tempo NR Score,Coda NR Score,Aria Rando Score,Bard Rando Score,Bolt Rando Score,Cad Rando Score,Dia Rando Score,Dor Rando Score,Dove Rando Score,Eli Rando Score,Mary Rando Score,Mel Rando Score,Monk Rando Score,Noc Rando Score,Tempo Rando Score,Coda Rando Score,Aria Phasing Score,Bard Phasing Score,Bolt Phasing Score,Cad Phasing Score,Dia Phasing Score,Dor Phasing Score,Dove Phasing Score,Eli Phasing Score,Mary Phasing Score,Mel Phasing Score,Monk Phasing Score,Noc Phasing Score,Tempo Phasing Score,Coda Phasing Score,Aria Mystery Score,Bard Mystery Score,Bolt Mystery Score,Cad Mystery Score,Dia Mystery Score,Dor Mystery Score,Dove Mystery Score,Eli Mystery Score,Mary Mystery Score,Mel Mystery Score,Monk Mystery Score,Noc Mystery Score,Tempo Mystery Score,Coda Mystery Score,Aria DL,Bard DL,Bolt DL,Cad DL,Dia DL,Dor DL,Dove DL,Eli DL,Mary DL,Mel DL,Monk DL,Noc DL,Tempo DL,Coda DL
Omnijectivity,17,6,16,10,21,12,14,19,10,19,17,19,22,0,26,0,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,0,0,20,7,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,394,0,4393,1045,0,2404,554,2144,2133,0,1521,177,974,1688,306,0,0,0,904,0,0,0,0,0,0,0,4105,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,37,950,0,0,768,86,0,381,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,894,0,18,0,0,0,3,0,0,0,0
Pibonacci,14,33,32,19,15,31,30,27,16,12,28,32,19,0,14,16,35,0,0,0,0,0,0,0,0,0,0,0,236,12,0,5,10,0,119,0,0,0,0,22,9,0,0,4,0,0,46,99,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,17,0,0,13,0,0,0,0,21,929,52,0,0,0,0,0,0,0,0,0,0,0,1328,0,373,2469,3642,799,4355,2769,497,1511,1366,0,41,130,830,177,58,154,1320,0,1774,0,0,109,0,30,437,0,144,32,0,4,561,38,1578,0,0,44,0,7,28,34,0,12,0,0,1859,98,0,0,0,174,0,0,1294,0,0,21,0,67,0,0,0,0,114,933,0,0,412,0,0,58,78,6,1238,16,0,0,0,208,0,36,1219,0,0,225,0,9,93,13,31,34,25,10,29,4,24,14,21,6,40
Sanga,6,51,114,53,17,40,45,26,30,24,40,13,37,0,21,35,70,9,0,0,19,0,0,0,8,18,9,11,13,64,0,10,0,0,386,0,0,0,0,0,0,0,0,0,0,5,606,0,16,0,0,0,7,0,13,0,11,0,0,4,0,0,19,4,41,401,0,0,24,0,0,16,0,5,0,0,0,0,0,0,0,0,137,0,0,10,0,15,3802,136,1965,15,248,2425,1175,21,21,1360,34,340,357,61,197,95,19,0,0,734,0,0,83,72,27,303,10,1639,29,98,14,0,0,1087,0,0,0,0,0,0,0,0,0,59,18,1881,0,1829,0,0,321,93,0,511,0,2042,0,72,12,0,0,1284,211,2,16,232,3,389,90,0,27,130,15,0,0,0,0,0,0,0,0,61,0,0,9,58,14,0,0,240,55,0,0,0,25,0,0,0,0,83
Hammer. Bros.,69,111,42,145,78,95,150,63,62,96,79,63,115,15,50,37,25,18,25,16,42,28,23,30,10,14,34,15,84,40,0,13,16,14,21,16,13,36,11,18,16,12,15,11,0,16,17,21,27,19,25,35,11,19,26,16,27,16,0,19,33,22,30,43,19,125,32,13,58,18,41,21,13,13,31,13,28,18,13,13,6,11,20,12,26,19,0,39,41,25,80,47,18,8,33,34,43,41,156,20,40,842,65,60,36,1085,60,932,133,13,38,73,10,288,19,3410,76,16,22,498,10,1444,76,17,112,11,12,46,4,139,24,9,20,2034,69,1945,314,22,152,99,15,496,20,68,35,14,45,1477,31,1479,217,38,167,145,34,684,41,98,28,24,22,302,29,254,195,20,20,47,14,272,19,228,11,14,83,114,48,971,17,12,31,31,60,106,71,59,51,19
seanpwolf,47,110,102,34,52,86,36,32,42,43,33,45,48,0,41,34,23,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,32,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,37,8,308,29,11,16,18,18,27,24,35,17,19,460,16,7,10,0,0,0,0,0,0,0,0,0,0,0,4257,0,0,0,0,0,1287,0,0,0,0,0,0,0,0,0,0,0,4469,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,748,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,51,35,60,15,18,14,32,8,34,8,45,19,20,59
super bae,16,19,12,18,6,16,25,25,29,9,21,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,2706,93,1985,824,108,0,1980,755,4064,1924,0,160,91,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squega,25,98,84,28,122,50,137,74,36,46,45,20,39,0,23,24,21,20,10,12,8,12,13,9,11,6,24,7,10,13,0,20,18,17,18,12,11,25,10,14,18,11,13,8,0,7,26,35,8,15,10,7,3,9,37,6,9,3,0,15,22,21,14,33,13,16,22,9,29,8,8,11,0,12,15,12,5,15,8,10,4,7,8,6,10,5,0,1453,0,123,1934,0,457,4029,3336,1142,2817,1689,3731,1533,102,987,235,149,25,683,44,618,181,30,47,68,29,299,25,4147,52,0,32,685,20,1468,78,37,78,17,18,87,18,50,27,33,32,1759,87,1703,342,27,125,27,12,676,23,1349,25,0,47,2050,55,1115,205,17,508,81,39,343,55,809,42,99,25,625,30,91,140,25,270,145,13,155,11,351,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,89
RPGG,37,55,67,137,59,48,43,33,37,33,30,55,99,53,52,18,0,36,12,0,0,0,0,16,32,0,12,0,950,29,0,8,11,0,241,0,0,10,0,0,19,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,0,37,28,25,15,0,10,0,27,0,0,25,134,0,29,0,0,0,0,0,24,0,0,0,0,10,634,19,121,61,1032,13,1017,18,30,37,600,1013,59,304,111,150,45,764,69,0,0,0,11,40,265,290,0,3300,60,18,5,329,31,642,0,0,54,0,272,17,0,0,0,17,10,1264,292,4225,0,0,157,0,0,0,0,0,344,19,5,840,29,0,189,10,714,83,83,279,0,442,0,72,9,234,0,85,0,0,0,0,0,341,42,0,0,16,29,166,21,45,0,61,25,14,17,27,27,0,46,23
incnone,24,32,19,16,30,32,20,36,14,18,32,17,28,0,24,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,10,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,0,857,3057,0,1359,0,3964,1694,3126,2100,0,1837,83,1275,1788,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110,0,0,0,0,0,0,0,2814,0,0,0,2016,0,0,295,0,568,88,25,506,0,0,0,142,0,0,0,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switchaxe,70,230,37,47,0,109,11,1,0,30,23,106,21,30,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,4846,129,3845,0,2339,2304,8,3098,1948,2079,0,408,39,2956,267,0,277,1933,184,0,0,0,211,83,0,466,0,4375,160,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,314,0,0,0,0,0,0,148,0,1419,0,4464,0,0,0,0,0,0,0,0,577,11,0,0,0,0,60,0,0,0,100,0,0,0,0,170,0,0,0,0,0,0,0,0,128,0,0,0,85,22,0,0,0,0,42,0
BS004,53,115,107,226,70,125,105,94,52,73,39,78,98,0,42,81,63,4,0,0,129,0,0,0,0,0,0,0,107,0,0,4,0,10,9,21,15,0,0,3,4,0,82,0,0,34,0,86,531,0,0,0,0,0,343,0,0,0,0,0,0,0,294,0,0,0,0,0,26,0,66,0,24,0,0,38,0,0,0,0,0,0,0,0,5,0,0,14,18,46,170,44,36,42,20,30,5,8,18,57,68,24,213,64,1,0,3,1040,58,57,0,0,6,24,0,3608,408,0,2,0,2,9,20,6,2,0,1,4,0,104,56,0,2,0,4,797,0,0,0,0,0,30,34,0,188,71,43,0,103,687,0,0,0,0,0,500,0,589,0,27,4,2701,40,1238,24,0,0,0,0,6,0,189,0,0,47,142,40,187,0,0,0,0,0,37,0,0,0,0
HummingBee,108,59,68,144,126,131,88,72,43,140,64,33,149,24,120,29,43,0,7,10,0,0,0,0,0,0,0,0,76,0,0,0,34,0,113,0,0,0,0,0,0,0,0,0,0,22,5,4,2,21,7,6,2,2,6,15,3,15,2,0,42,0,18,0,0,0,24,0,0,0,0,0,11,0,25,7,0,0,0,0,0,0,0,0,0,0,0,1320,78,277,0,1917,1446,4893,1725,667,63,1183,128,312,19,1283,189,101,209,620,26,0,0,0,0,0,183,0,0,3956,0,0,0,478,60,1079,0,0,0,0,0,250,0,0,0,0,30,18,2,1515,434,32,134,97,11,546,18,1363,23,2,0,1406,77,1492,0,0,964,157,0,0,0,1351,0,16,64,861,13,0,342,0,98,0,20,477,0,580,29,11,66,13,35,0,0,0,0,0,7,0,0,0,36,6
bacing,87,42,81,35,74,5,12,40,274,7,191,64,27,0,78,0,104,0,0,0,0,0,4,7,0,0,0,0,59,5,0,0,0,0,47,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,16,0,57,0,0,0,17,0,0,30,4,3,12,0,9,0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,8,0,0,1231,0,587,0,0,692,27,3259,1528,0,2402,2598,190,264,1088,1363,137,0,0,0,0,0,29,4,0,0,0,0,4118,70,0,0,0,0,1962,0,23,49,0,40,0,0,0,39,0,358,0,0,0,0,43,112,0,0,574,0,2242,92,33,0,1732,0,0,174,31,95,82,74,433,0,883,16,0,0,0,156,2579,0,19,6,0,62,0,0,242,0,0,0,2551,0,0,0,0,0,0,0,0,0,0,0,0
NBtelethia,79,36,58,83,28,34,73,37,104,50,43,67,52,0,65,69,0,0,21,18,17,19,22,19,0,0,13,18,53,36,0,18,13,18,30,15,17,28,0,0,0,0,0,18,0,0,64,29,62,0,23,0,0,0,25,0,30,0,0,14,23,28,41,34,24,41,34,0,46,0,24,27,0,0,34,0,0,22,0,0,0,0,0,0,0,0,0,22,92,33,97,60,21,28,16,1329,75,30,99,29,223,30,185,748,0,21,49,518,33,35,10,294,0,269,22,1345,5,43,33,378,9,698,97,16,53,32,0,113,0,256,3,42,33,2025,44,1746,549,40,233,0,66,567,194,1802,145,46,41,1104,20,915,305,9,5,191,0,12,0,516,2,175,110,677,0,2580,74,0,0,183,0,469,0,0,57,44,129,25,28,26,16,10,27,18,0,93,0,7,10,68
Jamblar,66,37,29,129,44,90,96,59,77,63,26,87,65,0,68,89,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,19,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,28,86,17,54,27,8,52,34,14,78,14,25,23,82,14,170,129,57,1536,85,0,0,0,0,0,0,0,0,1778,0,0,0,0,0,1676,0,0,0,0,0,0,0,1141,0,0,222,55,0,0,0,0,0,0,0,458,0,1831,0,0,0,771,0,0,0,0,0,0,0,0,0,3271,365,0,0,385,0,0,0,0,0,0,0,0,0,141,0,0,36,17,53,11,46,3,0,0,37,20,7,0,63,34
Ratata,15,225,248,32,95,65,31,28,65,53,93,15,29,0,118,0,0,19,0,0,28,0,0,12,0,0,0,0,41,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,42,0,0,0,0,0,6,0,0,12,20,0,35,0,14,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,62,42,1281,10,38,127,43,27,16,16,768,6,39,400,670,0,687,11,0,0,916,0,0,61,0,135,0,0,1976,0,0,0,0,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,0,0,0,0,0,0,0,1670,0,0,0,0,0,1264,0,50,608,155,0,515,0,847,0,0,0,0,0,357,0,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptrevordactyl,43,10,50,13,34,25,82,92,2,65,59,74,68,0,99,0,0,0,105,0,0,0,9,0,0,0,0,0,171,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,727,2282,515,1705,4130,542,0,3337,69,0,2435,165,313,152,656,0,351,118,968,171,350,0,46,0,0,0,1108,0,3060,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,2096,0,0,0,0,0,0,0,0,0,2924,0,0,0,757,0,0,0,0,0,0,0,1160,0,0,0,0,0,409,92,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,65,0,0,0,0,80
GPA,83,40,138,79,108,78,38,56,89,57,67,48,88,0,28,64,0,0,33,0,0,0,19,0,0,0,7,0,54,0,0,0,28,0,33,0,19,0,0,0,7,0,0,0,0,0,22,0,11,0,6,12,0,0,5,0,7,12,0,0,0,0,0,0,11,60,27,0,17,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,58,13,65,20,30,587,118,50,42,7,39,32,64,196,12,221,173,0,874,0,0,0,26,0,0,0,12,0,3346,444,0,0,456,0,182,0,38,0,0,0,22,0,0,0,0,0,1787,32,2045,0,36,57,0,0,6,92,1676,30,0,0,0,0,0,0,33,470,237,0,294,0,558,29,0,0,0,0,0,0,51,0,0,0,72,0,0,0,0,61,0,0,43,0,0,0,0,0,186,43,0,0,58
asinoura,0,281,0,118,163,67,141,65,250,169,0,137,188,0,0,0,0,0,0,0,27,0,45,0,12,0,253,0,92,0,0,0,0,0,44,0,29,27,0,0,22,0,20,0,0,0,1221,0,72,0,9,0,73,0,429,0,995,0,0,0,0,0,33,0,12,45,19,0,32,0,19,0,0,0,0,0,86,0,12,0,0,0,0,0,32,0,0,0,30,0,13,19,4,5,3,15,14,71,15,15,0,0,0,0,0,0,0,4,0,2,0,26,0,2,0,2900,0,0,0,0,0,4,0,2,0,0,0,38,0,51,0,0,0,6,0,3,0,1,5,3,0,3,0,5,39,0,0,0,0,3,0,1,2,3,0,3,0,655,0,0,0,0,0,198,0,2,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preimi,35,70,46,93,37,43,78,52,46,85,22,71,75,34,27,32,24,16,0,50,0,0,33,0,0,0,0,13,0,44,0,14,0,19,14,0,21,23,0,23,0,6,0,16,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,879,0,197,70,1070,567,0,1690,1298,0,1874,1542,1291,10,246,131,43,20,1461,50,1800,0,34,26,0,0,0,15,3731,84,9,20,998,7,1739,0,26,59,0,28,0,11,0,21,4,111,1232,149,3210,0,0,0,0,0,1091,0,0,131,30,0,1473,0,2929,0,0,1271,0,0,1255,0,0,0,49,68,1087,0,1054,0,0,0,0,0,0,33,0,0,8,43,162,18,84,0,51,54,0,68,0,15,66,0,14
DragonicPixel,104,163,197,96,88,60,95,115,108,91,58,79,159,0,72,0,82,0,13,28,15,17,18,8,27,17,18,10,17,25,0,22,17,0,23,20,16,17,16,16,15,14,10,15,0,13,12,26,13,13,13,10,24,14,17,13,10,18,0,36,25,45,22,28,29,26,23,12,18,13,16,22,0,27,11,29,8,7,9,5,14,6,11,9,6,22,0,42,204,288,295,198,397,40,847,159,105,42,237,78,174,357,2691,25,108,100,37,427,95,24,15,58,14,120,7,607,14,0,31,273,41,1177,45,5,34,12,26,12,9,4,5,0,15,1167,81,77,271,34,16,78,18,11,21,6,9,0,33,600,46,524,90,15,4,71,13,209,43,229,15,92,3,316,11,169,15,4,3,16,4,21,8,2,4,19,76,61,0,0,0,0,15,0,0,15,38,31,0,0
Sara,645,153,1030,282,124,219,183,207,118,177,148,158,255,0,625,0,0,0,726,0,0,0,0,0,0,0,0,0,1586,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,804,0,373,0,0,0,0,0,250,25,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,45,31,92,12,6,25,21,35,17,6,16,14,13,0,9,14,174,0,9,0,0,0,0,0,0,0,30,47,2990,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,4,4,0,0,0,68,0,232,1152,0,0,0,0,0,0,0,0,0,0,0,728,0,167,0,0,0,0,0,4,0,0,0,0,116,24,109,30,12,22,52,55,53,31,12,18,40,0
tang,19,24,24,22,20,33,85,34,56,74,19,28,31,43,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2582,21,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,702,4410,252,1553,647,787,0,1501,924,4642,1655,0,533,51,642,2732,296,0,2062,0,0,0,0,0,0,0,0,0,71,85,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,1991,0,0,0,0,0,0,42,0,0,0,76,0,0,0,0,0,0,0,0,103,29,0,0,0,63,0,0,1600,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,36,0,0,0
Moyuma,67,52,106,23,39,69,34,62,50,54,66,42,30,0,34,27,33,0,0,0,25,0,0,0,0,0,19,0,27,0,0,0,0,0,36,0,0,0,0,0,28,0,0,0,0,0,0,0,45,0,0,0,0,0,36,0,0,0,0,0,0,0,38,0,0,54,0,0,45,0,0,0,0,0,0,0,23,0,0,0,0,0,30,0,0,0,0,23,53,510,23,0,517,4401,2460,1429,2482,19,0,1293,209,1216,149,80,130,0,0,1001,0,0,125,0,0,300,0,2877,0,0,83,0,45,1983,0,0,0,0,0,39,0,0,0,0,80,3412,0,1952,0,0,0,0,0,679,0,0,0,0,0,0,0,1825,0,0,393,0,0,749,0,0,0,0,54,0,0,538,0,0,0,0,0,113,0,1296,0,18,0,0,0,1003,0,0,0,0,0,0,96,0,0,0
Elad Difficult,81,122,136,116,55,92,46,39,97,82,49,96,62,0,61,42,52,28,29,27,34,11,20,23,14,9,23,14,23,23,0,16,23,16,12,10,14,15,8,10,10,9,11,22,0,21,39,40,30,14,24,15,15,10,35,7,20,21,0,24,32,29,15,15,14,24,28,10,39,16,21,25,0,20,49,17,11,8,19,16,8,12,28,14,34,7,0,1055,0,685,105,4531,1571,2323,2547,276,0,1916,183,1248,157,458,290,127,34,1084,34,693,150,21,80,51,28,429,6,4044,107,0,16,567,13,909,90,29,65,8,29,54,14,108,32,0,13,2094,99,1979,301,33,173,107,32,872,22,1724,51,0,31,1525,47,1022,210,43,543,176,58,339,67,628,50,51,7,784,27,429,70,11,30,101,16,368,14,165,12,0,105,0,0,0,0,0,0,0,0,190,73,0,0,0
Mono,45,129,62,110,66,66,139,121,41,132,85,31,116,0,46,0,78,44,0,56,44,16,8,0,0,0,20,0,2152,0,0,0,0,0,22,4,10,0,0,6,12,0,0,12,0,0,0,0,1336,10,11,0,0,0,369,0,0,0,0,0,154,0,0,90,0,0,38,0,41,0,0,31,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,26,44,457,78,1515,308,30,7,19,37,1400,37,100,105,432,297,45,5,0,71,203,94,19,0,0,0,224,77,5,0,20,29,0,51,1948,57,14,0,0,10,23,0,170,28,49,4,0,0,5,272,47,0,0,4,7,0,78,81,11,151,1849,0,2065,86,0,0,22,0,322,0,0,10,69,0,0,0,0,226,0,0,0,0,81,0,0,0,28,64,0,0,0,0,49,0,0,23,116,0,490,0,57
Ranch,61,41,71,33,23,42,57,29,25,48,35,27,41,0,29,154,17,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,10,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,3139,351,225,3667,1167,3292,29,351,41,735,1672,374,114,814,198,144,55,0,0,0,0,0,0,0,43,1076,0,797,0,41,61,858,0,1498,0,0,0,0,0,0,0,0,0,0,304,2073,0,2607,0,0,0,0,0,799,0,2016,77,0,147,1057,0,0,114,0,851,0,0,0,0,0,14,122,23,1652,0,818,0,0,0,197,0,0,0,0,0,0,134,0,94,156,0,0,0,0,0,0,61,0,0,0
hapaxant,106,69,100,60,2836,156,113,41,211,58,130,91,76,0,398,140,62,21,931,0,11,0,0,0,0,0,0,0,492,0,0,0,745,0,6,0,0,0,0,0,8,0,0,0,0,0,1081,0,0,0,0,0,0,0,0,0,0,0,0,7,536,14,11,0,0,102,17,0,16,59,10,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,59,23,191,210,4093,2412,41,13,1070,13,15,22,771,96,56,258,90,23,10,138,565,0,0,115,0,0,11,0,4318,0,65,93,4,34,240,0,0,0,34,36,26,192,0,0,26,0,31,0,2710,0,0,27,0,0,953,0,1853,0,0,20,3,35,15,0,63,885,104,63,11,3,5,55,44,731,6,0,1814,0,0,162,0,0,1801,294,0,0,0,93,143,72,168,0,0,6,51,0,104,81,0,58,54
Sivcria,36,75,31,64,49,56,59,60,28,59,54,70,56,28,76,23,59,30,0,0,236,0,0,0,0,0,0,0,131,0,0,9,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,48,0,242,163,540,1178,26,2556,748,4207,943,1253,1453,37,431,239,81,37,0,94,1113,0,0,150,0,0,0,0,2987,0,0,13,0,0,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,0,0,0,0,0,0,0,0,0,159,40,0,0,311,0,0,0,0,0,0,0,1934,0,0,39,0,0,242,0,0,0,0,0,0,0,0,0,25
roncli,86,76,78,88,73,89,62,58,39,71,80,89,54,0,53,33,32,0,0,0,0,0,0,0,0,0,21,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,18,0,0,16,0,0,0,0,2,0,0,21,0,0,0,0,21,0,0,0,0,0,6,0,0,176,0,16,0,0,0,0,0,0,0,0,15,0,1303,0,133,565,3928,822,0,2082,981,1132,578,0,260,257,954,61,51,0,0,167,4593,0,0,0,0,0,202,0,2714,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1406,28,0,330,0,0,74,0,0,0,1300,28,55,0,1064,0,0,0,0,520,0,0,0,0,0,32,0,0,818,0,388,0,0,0,0,0,807,21,0,15,0,50,2,39,0,2,0,47,0,35,18,5,0,4,43
thedarkfreack,118,30,44,43,106,22,70,31,98,45,51,29,38,0,112,0,45,23,0,0,0,0,6,0,0,0,0,0,48,6,0,0,0,0,114,26,20,0,0,0,0,0,0,0,0,0,0,0,80,0,29,0,0,0,0,0,0,14,0,0,0,0,0,0,30,0,9,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,14,0,13,24,0,1226,0,512,75,0,720,150,4089,553,0,29,46,668,138,1403,1167,148,46,0,0,0,0,38,81,0,0,652,0,4035,59,0,0,0,0,2087,36,25,0,0,0,0,0,0,256,0,306,0,0,1963,0,51,0,0,0,0,43,0,29,0,0,0,0,0,0,27,0,117,0,0,0,0,66,0,0,0,0,0,0,18,0,0,0,195,0,395,19,0,0,0,32,0,0,0,67,0,0,0,0,0,24,49
